"column_number","column_name","column_label","column_class","has_missing","unique_values"
3217,"qar_adqu","Dummy for Adopted Gender Quota","numeric",TRUE,3
3218,"qar_efqu","Effective Gender Quota","numeric",TRUE,3
3219,"qar_imqu","Dummy for Implemented Gender Quota","numeric",TRUE,3
3220,"qar_plac","Placement Mandates for Gender Quota","numeric",TRUE,3
3221,"qar_plstr","Strength of Placement Mandates for Gender Quota","numeric",TRUE,3
3222,"qar_san","Sanctions for Noncomplaince to Gender Quota","numeric",TRUE,3
3223,"qar_sstr","Strength of Sanctions for Gender Quota","numeric",TRUE,3
3224,"qar_thr","De facto Threshold of Gender Quota","numeric",TRUE,55
3225,"qar_typ","Type of Gender Quota","numeric",TRUE,5
3226,"rd_inw","Inward Remittances Flow, current (nominal) US $ million","numeric",TRUE,5101
3227,"rd_outw","Outward Remittances Flow, current (nominal) US $ million","numeric",TRUE,4999
3228,"ross_gas_exp","Gas exports, billion cubic feet per year","numeric",TRUE,736
3229,"ross_gas_netexp","Net gas exports value, constant 2000 $","numeric",TRUE,1599
3230,"ross_gas_netexpc","Net gas exports value per capita, constant 2000 $","numeric",TRUE,1625
3231,"ross_gas_price","Constant price of gas in 2000 $/mboe","numeric",TRUE,61
3232,"ross_gas_prod","Gas production, million barrels oil equiv.","numeric",TRUE,3420
3233,"ross_gas_value_2000","Gas production value in 2000 dollars","numeric",TRUE,3882
3234,"ross_gas_value_2014","Gas production value in 2014 dollars","numeric",TRUE,3881
3235,"ross_oil_exp","Oil exports, thousands of barrels per day","numeric",TRUE,1799
3236,"ross_oil_netexp","Net oil exports value, constant 2000 $","numeric",TRUE,3121
3237,"ross_oil_netexpc","Net oil exports value per capita, constant 2000 $","numeric",TRUE,3126
3238,"ross_oil_price","Constant price of oil in 2000 $/brl","numeric",TRUE,70
3239,"ross_oil_prod","Oil production in metric tons","numeric",TRUE,3326
3240,"ross_oil_value_2000","Oil production value in 2000 dollars","numeric",TRUE,4466
3241,"ross_oil_value_2014","Oil production value in 2014 dollars","numeric",TRUE,4466
3242,"rsf_eci","Economic context component of Press Freedom Index","numeric",TRUE,156
3243,"rsf_lci","Legal context component of Press Freedom Index","numeric",TRUE,164
3244,"rsf_pci","Political context component of Press Freedom Index","numeric",TRUE,165
3245,"rsf_pfi","Press Freedom Index, 2022 methodology","numeric",TRUE,171
3246,"rsf_pfi0212","Press Freedom Index, methodology used in 2002-2012 reports","numeric",TRUE,586
3247,"rsf_pfi1321","Press Freedom Index, methodology used in 2013-2021 reports","numeric",TRUE,1306
3248,"rsf_sci","Social context component of Press Freedom Index","numeric",TRUE,158
3249,"sai_statehiste0","State History Index, with the discounting rates 0%","numeric",TRUE,155
3250,"sai_statehiste01","State History Index, with the discounting rates 1%","numeric",TRUE,158
3251,"sai_statehiste1","State History Index, with the discounting rates 10%","numeric",TRUE,158
3252,"sai_statehisten0","Normalized Values State History Index, with the discounting rates 0%","numeric",TRUE,58
3253,"sai_statehisten01","Normalized Values State History Index, with the discounting rates 1%","numeric",TRUE,58
3254,"sai_statehisten1","Normalized Values State History Index, with the discounting rates 10%","numeric",TRUE,58
3255,"sgi_ec","Sustainable Policies: Economic Policies - Overall","numeric",TRUE,329
3256,"sgi_ecbg","Sustainable Policies: Economic Policies - Budgets","numeric",TRUE,329
3257,"sgi_ecec","Sustainable Policies: Economic Policies - Economy","numeric",TRUE,329
3258,"sgi_ecgf","Sustainable Policies: Economic Policies - Global Financial System","numeric",TRUE,329
3259,"sgi_eclm","Sustainable Policies: Economic Policies - Labor Markets","numeric",TRUE,329
3260,"sgi_ecri","Sustainable Policies: Economic Policies - Research, Innovation and Infrastructur","numeric",TRUE,329
3261,"sgi_ectx","Sustainable Policies: Economic Policies - Taxes","numeric",TRUE,329
3262,"sgi_en","Sustainable Policies: Environmental Policies - Overall","numeric",TRUE,329
3263,"sgi_enen","Sustainable Policies: Environmental Policies - Environment","numeric",TRUE,329
3264,"sgi_enge","Sustainable Policies: Environmental Policies - Global Environmental Protection","numeric",TRUE,321
3265,"sgi_go","Good Governance","numeric",TRUE,304
3266,"sgi_goea","Good Governance: Executive Accountability","numeric",TRUE,249
3267,"sgi_goec","Good Governance: Executive Capacity","numeric",TRUE,275
3268,"sgi_pp","Sustainable Policies","numeric",TRUE,329
3269,"sgi_qd","Robust Democracy","numeric",TRUE,215
3270,"sgi_qdai","Robust Democracy: Access to Information","numeric",TRUE,32
3271,"sgi_qdcr","Robust Democracy: Civil Rights and Political Liberties","numeric",TRUE,26
3272,"sgi_qdep","Robust Democracy: Electoral Process","numeric",TRUE,51
3273,"sgi_qdrl","Robust Democracy: Rule of Law","numeric",TRUE,30
3274,"sgi_qdrlc","Robust Democracy: Rule of Law - Corruption Prevention","numeric",TRUE,10
3275,"sgi_so","Sustainable Policies: Social Policies - Overall","numeric",TRUE,329
3276,"sgi_soed","Sustainable Policies: Social Policies - Education","numeric",TRUE,329
3277,"sgi_sofa","Sustainable Policies: Social Policies - Families","numeric",TRUE,329
3278,"sgi_sogi","Sustainable Policies: Social Policies - Global Social Inequalities","numeric",TRUE,149
3279,"sgi_sohe","Sustainable Policies: Social Policies - Health","numeric",TRUE,329
3280,"sgi_soin","Sustainable Policies: Social Policies - Integration Policy","numeric",TRUE,319
3281,"sgi_sope","Sustainable Policies: Social Policies - Pensions","numeric",TRUE,329
3282,"sgi_sosi","Sustainable Policies: Social Policies - Social Inclusion","numeric",TRUE,329
3283,"sgi_sosl","Sustainable Policies: Social Policies - Safe Living Conditions","numeric",TRUE,327
3284,"spi_bn","Basic Human Needs (SPI)","numeric",TRUE,1603
3285,"spi_fob","Foundations of Wellbeing (SPI)","numeric",TRUE,1690
3286,"spi_opp","Opportunity (SPI)","numeric",TRUE,1717
3287,"spi_ospi","Social Progress Index","numeric",TRUE,1677
3288,"svs_ind","Societal Violence Scale Index 1-5","numeric",TRUE,6
3289,"ti_cpi","Corruption Perceptions Index","numeric",TRUE,86
3290,"ti_cpi_max","Corruption Perceptions Index - max range","numeric",TRUE,618
3291,"ti_cpi_max_om","Corruption Perceptions Index - max range (old method.)","numeric",TRUE,269
3292,"ti_cpi_min","Corruption Perceptions Index - min range","numeric",TRUE,619
3293,"ti_cpi_min_om","Corruption Perceptions Index - min range (old method.)","numeric",TRUE,270
3294,"ti_cpi_om","Corruption Perceptions Index (old methodology)","numeric",TRUE,384
3295,"ti_se","Standard Error for Corruption Perceptions Index","numeric",TRUE,1278
3296,"top_top10_income_share","Top 10% income share","numeric",TRUE,2532
3297,"top_top1_income_share","Top 1% income share","numeric",TRUE,1785
3298,"ucdp_type1","Extrasystemic armed conflict","numeric",TRUE,6
3299,"ucdp_type2","Interstate armed conflict","numeric",TRUE,4
3300,"ucdp_type3","Internal armed conflict","numeric",TRUE,11
3301,"ucdp_type4","Internationalized internal armed conflict","numeric",TRUE,12
3302,"uds_mean","Unified Demo. Score Posterior (Mean)","numeric",TRUE,9278
3303,"uds_median","Unified Demo. Score Posterior (Median)","numeric",TRUE,9279
3304,"uds_pct025","Unified Demo. Score Posterior (2.5 percentile)","numeric",TRUE,9279
3305,"uds_pct975","Unified Demo. Score Posterior (97.5 percentile)","numeric",TRUE,9278
3306,"uds_sd","Unified Demo. Score Posterior (Std. Dev.)","numeric",TRUE,9280
3307,"undp_hdi","Human Development Index","numeric",TRUE,700
3308,"une_cinexp","Cinema expenditure per capita (in local currency)","numeric",TRUE,2023
3309,"une_girlglsf","Gross intake ratio to the last grade of lower secondary general education, femal","numeric",TRUE,3543
3310,"une_girlglsm","Gross intake ratio to the last grade of lower secondary general education, male","numeric",TRUE,3544
3311,"une_girlglst","Gross intake ratio to the last grade of lower secondary general education, both","numeric",TRUE,3985
3312,"une_girlgpf","Gross intake ratio to the last grade of primary education, female (%)","numeric",TRUE,4448
3313,"une_girlgpm","Gross intake ratio to the last grade of primary education, male (%)","numeric",TRUE,4453
3314,"une_girlgpt","Gross intake ratio to the last grade of primary education, both sexes (%)","numeric",TRUE,4907
3315,"une_oaeece","Official entrance age to early childhood education (years)","numeric",TRUE,9
3316,"une_oaepe","Official entrance age to primary education (years)","numeric",TRUE,6
3317,"une_oeace","Official entrance age to compulsory education (years)","numeric",TRUE,9
3318,"une_oeals","Official entrance age to lower secondary education (years)","numeric",TRUE,6
3319,"une_oeapsnt","Official entrance age to post-secondary non-tertiary education (years)","numeric",TRUE,11
3320,"une_oeaus","Official entrance age to upper secondary education (years)","numeric",TRUE,7
3321,"une_reprlsef","Repetition rate in lower secondary general education (all grades), female (%)","numeric",TRUE,1986
3322,"une_reprlsem","Repetition rate in lower secondary general education (all grades), male (%)","numeric",TRUE,1990
3323,"une_reprlset","Repetition rate in lower secondary general education (all grades), both sexes (%","numeric",TRUE,2052
3324,"une_reprpef","Repetition rate in primary education (all grades), female (%)","numeric",TRUE,3660
3325,"une_reprpem","Repetition rate in primary education (all grades), male (%)","numeric",TRUE,3661
3326,"une_reprpet","Repetition rate in primary education (all grades), both sexes (%)","numeric",TRUE,4099
3327,"une_screen","Screen per capita (per 100,000 inhabitants)","numeric",TRUE,1496
3328,"une_surg4pef","Survival rate to Grade 4 of primary education, female (%)","numeric",TRUE,3308
3329,"une_surg4pegpi","Survival rate to Grade 4 of primary education, gender parity index (GPI)","numeric",TRUE,2860
3330,"une_surg4pem","Survival rate to Grade 4 of primary education, male (%)","numeric",TRUE,3334
3331,"une_surg4pet","Survival rate to Grade 4 of primary education, both sexes (%)","numeric",TRUE,3983
3332,"une_surg5pef","Survival rate to Grade 5 of primary education, female (%)","numeric",TRUE,2819
3333,"une_surg5pegpi","Survival rate to Grade 5 of primary education, gender parity index (GPI)","numeric",TRUE,2558
3334,"une_surg5pem","Survival rate to Grade 5 of primary education, male (%)","numeric",TRUE,2827
3335,"une_surg5pet","Survival rate to Grade 5 of primary education, both sexes (%)","numeric",TRUE,3363
3336,"une_surlgpef","Survival rate to the last grade of primary education, female (%)","numeric",TRUE,3092
3337,"une_surlgpegpi","Survival rate to the last grade of primary education, gender parity index (GPI)","numeric",TRUE,2789
3338,"une_surlgpem","Survival rate to the last grade of primary education, male (%)","numeric",TRUE,3097
3339,"une_surlgpet","Survival rate to the last grade of primary education, both sexes (%)","numeric",TRUE,3717
3340,"une_tdurce","Theoretical duration of primary education (years)","numeric",TRUE,8
3341,"une_tdurece","Theoretical duration of early childhood education (years)","numeric",TRUE,8
3342,"une_tdurls","Theoretical duration of lower secondary education (years)","numeric",TRUE,6
3343,"une_tdurpsnt","Theoretical duration of post-secondary non-tertiary education (years)","numeric",TRUE,9
3344,"une_tdurused","Theoretical duration of upper secondary education (years)","numeric",TRUE,6
3345,"une_tilsef","Teachers in lower secondary education, female (number)","numeric",TRUE,1921
3346,"une_tilset","Teachers in lower secondary education, both sexes (number)","numeric",TRUE,2097
3347,"une_tipef","Teachers in primary education, female (number)","numeric",TRUE,4761
3348,"une_tipet","Teachers in primary education, both sexes (number)","numeric",TRUE,5677
3349,"une_tiprepef","Teachers in pre-primary education, female (number)","numeric",TRUE,3217
3350,"une_tiprepet","Teachers in pre-primary education, both sexes (number)","numeric",TRUE,3677
3351,"une_tipsntf","Teachers in post-secondary non-tertiary education, female (number)","numeric",TRUE,577
3352,"une_tipsntt","Teachers in post-secondary non-tertiary education, both sexes (number)","numeric",TRUE,683
3353,"une_tisef","Teachers in secondary education, female (number)","numeric",TRUE,3378
3354,"une_tiset","Teachers in secondary education, both sexes (number)","numeric",TRUE,4182
3355,"une_tiusef","Teachers in upper secondary education, female (number)","numeric",TRUE,1783
3356,"une_tiuset","Teachers in upper secondary education, both sexes (number)","numeric",TRUE,1947
3357,"van_comp","Competition","numeric",TRUE,756
3358,"van_index","Index of Democratization","numeric",TRUE,887
3359,"van_part","Participation","numeric",TRUE,905
3360,"vdem_academ","Academic Freedom Index","numeric",TRUE,940
3361,"vdem_corr","Political corruption index","numeric",TRUE,917
3362,"vdem_delibdem","Deliberative democracy index","numeric",TRUE,882
3363,"vdem_dl_delib","Deliberative component index","numeric",TRUE,958
3364,"vdem_edcomp_thick","Electoral component index","numeric",TRUE,890
3365,"vdem_egal","Egalitarian component index","numeric",TRUE,886
3366,"vdem_egaldem","Egalitarian democracy index","numeric",TRUE,856
3367,"vdem_elvotbuy","Election vote buying","numeric",TRUE,1762
3368,"vdem_exbribe","Executive bribery and corrupt exchanges","numeric",TRUE,1261
3369,"vdem_excrptps","Public sector corrupt exchanges","numeric",TRUE,1097
3370,"vdem_execorr","Executive corruption index","numeric",TRUE,849
3371,"vdem_exembez","Executive embezzlement and theft","numeric",TRUE,1300
3372,"vdem_exthftps","Public sector theft","numeric",TRUE,1166
3373,"vdem_gcrrpt","Legislature corrupt activities","numeric",TRUE,1087
3374,"vdem_gender","Women political empowerment index","numeric",TRUE,843
3375,"vdem_jucorrdc","Judicial corruption decision","numeric",TRUE,943
3376,"vdem_libdem","Liberal democracy index","numeric",TRUE,886
3377,"vdem_liberal","Liberal component index","numeric",TRUE,963
3378,"vdem_mecorrpt","Media corrupt","numeric",TRUE,1186
3379,"vdem_partip","Participatory component index","numeric",TRUE,794
3380,"vdem_partipdem","Participatory democracy index","numeric",TRUE,764
3381,"vdem_polyarchy","Electoral democracy index","numeric",TRUE,901
3382,"vdem_pubcorr","Public sector corruption index","numeric",TRUE,788
3383,"voh_gti","Global Terrorism Index","numeric",TRUE,769
3384,"wbgi_cce","Control of Corruption, Estimate","numeric",TRUE,4243
3385,"wbgi_ccn","Control of Corruption, Number of Sources","numeric",TRUE,17
3386,"wbgi_ccs","Control of Corruption, Standard Error","numeric",TRUE,2458
3387,"wbgi_gee","Government Effectiveness, Estimate","numeric",TRUE,4135
3388,"wbgi_gen","Government Effectiveness, Number of Sources","numeric",TRUE,13
3389,"wbgi_ges","Government Effectiveness, Standard Error","numeric",TRUE,1621
3390,"wbgi_pve","Political Stability and Absence of Violence/Terrorism, Estimate","numeric",TRUE,4234
3391,"wbgi_pvn","Political Stability and Absence of Violence/Terrorism, Number of Sources","numeric",TRUE,11
3392,"wbgi_pvs","Political Stability and Absence of Violence/Terrorism, Standard Error","numeric",TRUE,497
3393,"wbgi_rle","Rule of Law, Estimate","numeric",TRUE,4310
3394,"wbgi_rln","Rule of Law, Number of Sources","numeric",TRUE,19
3395,"wbgi_rls","Rule of Law, Standard Error","numeric",TRUE,2416
3396,"wbgi_rqe","Regulatory Quality, Estimate","numeric",TRUE,4253
3397,"wbgi_rqn","Regulatory Quality, Number of Sources","numeric",TRUE,15
3398,"wbgi_rqs","Regulatory Quality, Standard Error","numeric",TRUE,1500
3399,"wbgi_vae","Voice and Accountability, Estimate","numeric",TRUE,4381
3400,"wbgi_van","Voice and Accountability, Number of Sources","numeric",TRUE,21
3401,"wbgi_vas","Voice and Accountability, Standard Error","numeric",TRUE,2300
3402,"wdi_acel","Access to electricity (% of population)","numeric",TRUE,2810
3403,"wdi_acelr","Access to electricity, rural (% of rural population)","numeric",TRUE,2760
3404,"wdi_acelu","Access to electricity, urban (% of urban population)","numeric",TRUE,2704
3405,"wdi_afp","Armed forces personnel (% of total labor force)","numeric",TRUE,4787
3406,"wdi_afpt","Armed forces personnel, total","numeric",TRUE,1503
3407,"wdi_agedr","Age dependency ratio (% of working-age pop.)","numeric",TRUE,10118
3408,"wdi_agrland","Agricultural irrigated land (% of total agricultural land)","numeric",TRUE,921
